"Ctxn3",1,13,7,26,4,2,8,3,6,16,13,0,17,6,5
"Cul1",186,43,63,218,77,50,112,142,6,121,171,17,138,127,62
"Cul9",502,203,193,595,177,276,408,290,32,234,657,39,512,298,192
"Cuta",203,118,142,339,76,78,184,135,13,129,299,14,281,169,97
"Cutc",66,11,3,23,8,13,22,38,2,33,52,1,22,28,9
"Cuzd1",1006.881,239.378,174.79,437.152,226.009,130.654,396.186,451.421,38.223,255.183,662.846,20.535,548.593,181.392,154.536
"Cwc15",634.585,131.891,212.95,542.723,149.918,216.375,288.181,226.58,32.018,303.739,651.996,21.543,538.157,293.685,182.291
"Cwf19l1",178.398,59.139,38.133,114.631,34.129,25.777,123.797,71.904,10.411,35.886,158.096,5.679,96.306,68.739,30.699
"Cx3cl1",1916,984,758,2166,604,875,1268,987,131,1153,2024,111,2014,1329,560
"Cxcl12",180.338,46,118,219,48,104.026,92,75,11,103,305,12,144,200,38
"Cxcl14",586,234,185,715,177,236,300,325,34,282,534,31,392,339,193
"Cxcl6",227.583,82.255,22.096,79.946,22.995,37.224,168.175,57.491,5.075,8.459,66.76,12.759,116.625,32.917,16.079
"Cxxc5",257.143,193.002,144.142,265,130,136,245.208,213.454,15,165.151,327.158,21,296.859,228,106.252
"Cyb561d2",91,23,64,86,24,31,55,72,9,69,132,4,48,58,60
"Cyb5a",161,25,55,142,37,24,51,86,5,50,182,6,127,70,41
"Cyb5r1",236.038,70.463,58.681,183.607,39.321,72.282,117.563,78.215,20.376,70.333,167.461,18.588,120.66,45.425,76.787
"Cyb5r3",91,65,73,126,36,82,74,50,10,46,216,6,100,106,45
"Cyba",32,8,4,4,9,5,4,14,2,11,2,0,16,27,12
"Cyc1",404,143,151,401,108,216,212,189,29,200,481,34,353,276,114
"Cycs",506,181,189,549,160.347,186,223,222,28,217,559.792,16.93,397,283,202
"Cyfip2",3632,1540,1367,2986,961,1806,2548,1844,157,1786,3611,224,3381,2260,1349
"Cygb",285,105,111.169,173.06,78,124,131,100.045,24,157,318.001,22,199.001,225,154
"Cyhr1",83,54,51,90,59,57,70,67,7,62,110,8,92,62,34
"Cyld",488.182,174.005,146.009,444.024,135.02,257.025,185.061,253.02,41.002,149.007,796.039,24.001,407.087,220.011,168.006
"Cyp46a1",934.969,385.996,327.986,662.456,216.997,408.64,426.838,370.997,38,422.997,839.724,44,617.714,596.992,408.802
"Cyp4a8",176.107,33,7,147.027,57.008,19.003,57,60,7,57,123.027,2,153.011,23,9.006
"Cyp51",139,30,63,126,43,43,99,104,12,122,113,6,149,89,43
"Cyrib",592,253,320,676,213,410,364,409,41,362,788,44,594,461,263
"Cystm1",146,82,87,93,26,70,97,57,4,74,185,8,106,79,87
"Cyth2",272,57,104,290,78,110,146,155,23,150,176,14,294,135,47
"Dact2",299,109,149,427,149,152,161,150,21,163,393,17,357,208,85
"Dact3",798,339,301,736,259,280,542,430,42,388,791,49,675,443,363
"Dad1",649,153,211,593,143,160,234,239,33,292,533,23,490,259,155
"Dag1",173,69,65,179,80,92,135,83,7,102,243,4,275,152,56
"Daglb",124.536,106.029,42.001,109.443,37.585,77.571,120.247,112.283,10,108.051,118.318,10,172.491,98.401,57.033
"Dalrd3",167.409,48.754,42.27,72.023,26.11,66.469,89.766,69.9,8.155,70.624,147.848,2,83.371,76.611,61.051
"Dancr",97,42,18,135,20,60,63,65,3,50,173,3,74,72,37
"Dap3",163,27,47,105,45,39,70,38,11,35,134,11,91,34,34
"Dapk3",30,29,41,40,25,34,37,32,2,86,70,6,40,57,50
"Daxx",171,31,42,93,24,55,62,46,5,80,103,2,92,33,50
"Dazap1",117,165,134,172,32,129,193,170,6,147,206,17,137,210,126
"Dazap2",581,196,175,444,141,241,269,340,36,232,532,17,491,340,175
"Dbi",623,244.966,353.989,442.999,195,318,460,401,36,476.999,560,38,625,405,219
"Dbndd1",23,40,47,88,38,75,63,26,5,54,113,4,27,47,36
"Dbndd2",270,96,82,303,99,71,146,181,13,137,204,13,340,108,51
"Dbnl",265,87,77,202,85,102,148,100,28,112,300,9,204,164,62
"Dbp",573,202,268,663,204,213,286,269,35,292,690,35,444,350,186
"Dcaf11",309,104,80,407,128,133,191,171,21,173,377,27,272,194,101
"Dcaf13",104,28,38,63,37,49,58,32,5,67,102,7,35,50,12
"Dcaf6",248,98,114,383,103,133,223,155,20,171,432,25,316,228,112
"Dcaf7",408,88,81,188,48,134,147,86,17,147,283,17,316,139,120
"Dcaf8",662,226,381,484,152,377,408,228,43,345,595,38,422,422,249
"Dcakd",123,35,32,86,28,78,64,50,5,81,187,6,69,67,35
"Dcbld1",2378.701,435.496,379.951,1284.795,520.512,317.907,806.749,688.173,35.316,826.974,1507.668,121.914,1701.469,547.628,277.023
"Dcdc2b",266.999,23,37.999,138.944,31,63.995,74.933,45,23,93,222,6,119.849,87,81
"Dck",419.949,121.69,157.375,330.26,110.463,145.806,247.975,174.454,22.954,122.521,494.678,21.795,282.475,159.351,75.513
"Dclk1",971,454,367,1138,360,448,658,615,48,709,1046,61,1131,546,314
"Dctn1",1349,507,598,1073,379,613,818,558,108,670,1625,77,1111,933,465
"Dctn2",617,257,299,617,219,347,391,375,50,303,718,47,445,417,261
"Dctn3",426,144.994,193,593,152,218.998,236,209,35,259.967,687.874,30,429.985,388,136
"Dctn4",251,78,89,176,74,46,125,92,8,92,247,5,204,90,51
"Dctn5",129,40,30,117,25,21,52,42,4,30,125,9,71,83,20
"Dctn6",214,116,69,261,83,117,132,167,20,115,259,18,230,152,72
"Dctpp1",94,87,10,50,22,33,26,75,3,49,53,9,20,37,14
"Dcun1d1",299.852,116.892,85.888,288.044,92.932,121.198,153.645,204.028,6.474,153.025,247.505,26.716,234.147,135.262,76.414
"Dcun1d4",138,69,93,102,41,73,50,72,7,70,192,13,143,94,91
"Dcun1d5",54,33,25,30,9,16,28,19,0,27,30,2,24,18,9
"Dcxr",46,10,32,56,6,47,22,33,6,27,40,1,54,31,7
"Dda1",217,115,103,207,54,121,90,136,8,127,220,8,236,163,113
"Ddah1",200,54,42,230,43,55,127,85,5,95,144,11,143,96,53
"Ddah2",170,47,45,178,61,56,70,47,12,76,235,12,99,77,28
"Ddb1",1046,211,225,1058,297,253,420,409,46,373,1141,69,867,500,219
"Ddhd2",219.348,82.109,75.262,304.092,99.356,110.011,138.73,141.346,10.254,90.027,211.835,10.984,209.13,163.618,68.414
"Ddit3",246,81,85,219,61,68,98,79,12,95,227,8,213,136,103
"Ddit4",399,116,105,82,77,128,99,90,19,136,242,24,204,148,106
"Ddit4l2",14,3,16,16,3,10,18,13,2,9,62,7,23,37,5
"Ddn",2516,1249,1202,1584,661,1552,1574,1239,168,1251,2467,137,1862,1649,1117
"Ddost",377,96,123,329,78,132,140,135,19,150,503,20,296,112,80
"Ddrgk1",242,149,63,278,104,94,141,153,18,169,206,18,313,165,89
"Ddt",169,102,64,197,61,99,125,134,10,99,235,7,150,164,69
"Ddx1",516,163,225,542,159,249,242,253,35,282,580,32,485,287,146
"Ddx23",241,67,95,257,86,132,141,129,7,100,300,13,271,149,75
"Ddx24",388,151,125,277,90,205,122,146,25,149,484,24,291,217,233
"Ddx25",371,110.999,212,360,153,195,205,161,31,185,547,44,376,183,149
"Ddx39a",72,65,40,51,28,100,108,43,6,64,135,10,93,37,30
"Ddx39b",463,149,170,346,171,215,269,213,20,210,483,45,317,403,217
"Ddx3x",243,111,148,232,85,126,184,151,19,158,317,17,289,175,132
"Ddx41",111,51,58,108,34,29,60,49,9,62,52,3,95,59,22.129
"Ddx42",138,68,60,206,50,68,110,81,14,88,156,7,138,107,70
"Ddx47",102,34,41,56,16,40,54,25,8,45,139,8,109,59,29
"Ddx5",1387,468,486,1472,447,577,746,644,80,698,1297,64,1042,735,512
"Ddx6",507,114,140,509,95,154,209,243,22,201,419,22,311,208,108
"Deaf1",241.631,125.378,129.465,230.863,45.929,130.75,155.032,82.242,17.702,116.42,317.376,13.839,307.237,157.243,61
"Decr1",208,65,55,98,30,117,79,108,20,65,238,11,105,127,66
"Dedd",102,22,30,114,25,46.976,39,38,4,49,115,9,88,44,26
"Defb40",0,0,0,0,0,0,2,0,0,0,8,0,11,2,0
"Degs1",444.635,97.633,92.803,225.218,33.208,68.624,141.736,156.342,11.911,105.362,169.08,16.937,325.091,166.51,40.163
"Degs2",30,11,21,26,3,26,0,6,0,11,27,2,23,27,12
"Dele1",244.584,62.423,81.39,139.99,43.01,56.002,94.011,85.668,18,100.008,178.001,13,122.122,90.027,80
"Dennd10",102,49,43,97,18,40,62,62,2,32,70,12,47,62,50
"Dennd2c",1233.736,129.628,140.321,295.213,295.843,73.768,347.351,242.233,29.582,238.692,592.787,50.506,565.935,228.787,99.988
"Dennd4b",88,47,58,116,24,70,69,67,9,93,122,11,69,97,65
"Dennd5a",376,87,139,369,85,90,161,218,21,157,262,14,288,211,113
"Denr",193,53,72,157,75,105,104,78,9,97,204,10,102,82,70
"Derl3",701.734,173.917,246.504,490.187,103.093,198.279,282.579,182.723,33.624,226.046,429.89,19.625,435.577,276.632,271.596
"Desi1",319,142,142,322,110,175,172,164,12,184,249,17,267,178,124
"Dexi",476,132,99,493,111,141,127,196,27,136,440,22,313,176,68
"Dgat1",106,23,41,72,26,53,49,47,5,22,121,9,88,52,34
"Dgat2",138,16,37,92,29,23,81,46,8,71,88,4,61,60,32
"Dgcr2",306,140,113,158,71,148,145,196,18,204,293,13,313,130,131
"Dgcr6",230,86,129,224,83,140,139,130,10,124,248,11,151,186,97
"Dgka",179,29,80,194,40,47,84,81,12,73,177,7,96,88,45
"Dgkg",327,72,62,249,91,120,91,75,23,141,265.001,8,152,118,86
"Dgkz",1569,869,1086,2484,614,958,1144,1068,122,1286.993,2460,125,1936,1355,711
"Dhdds",179.875,80.685,46.438,88.049,60.314,69.928,105.829,30.092,6.851,56.099,154.059,1,122.44,46.85,32.971
"Dhh",929.793,352.729,148.462,616.808,173.544,183.972,326.155,338.045,30.207,309.339,461.581,33.667,650.987,291.937,70.99
"Dhps",87,104.001,47.996,182.999,44,90,124.417,74.989,6,72.988,225.001,14.025,82,117,58
"Dhrs1",143,57,71,86,44,86,113,40,7,53,97,7,94,80,51
"Dhrs3",97,40,51,110,27,46,47,33,10,38,76,15,68,94,24
"Dhrs4",55,24,27,58,21,34,46,72,2,32,71,1,61,32,10
"Dhrs7",164,52,57,208,53,102,51,104,8,113,153,8,133,76,64
"Dhrs7b",483,136,122,406,143,211,221,160,23,154,486,33,410,278,173
"Dhrsx",500,312,230,373,134,295,360,335,40,268,636,54,429,314,252
"Dhx30",311,87,85,275,97.024,106,222,144,8,99,275,12,273,193,119
"Dipk1a",118.297,37.508,33.5,103.573,26.454,42.86,56.905,64.711,12.412,37.263,79.864,5.873,50.356,69.079,17.041
"Dipk1b",287,105,183,346,84,220,213,109,20,156,450,24,203,184,123
"Diras2",284,177.8,176,515,106,154,241,286,20,348.065,469,23,434.15,216,106
"Disp2",566,152,171,532,126,156,210,254,38,197,517,29,402,215,154
"Dkk3",1073,323,356,967,234,468,485,466,51,420,1005,76,654,408,432
"Dld",153,37,33,138,38,55,74,61,5,35,148,6,108,79,50
"Dlg2",506,164,200,506,126,146,255,243,31,240,465,24,421,203,185
"Dlg3",238,150,127,351,128,187,207,116,22,132,368,19,205,198,128
"Dlg4",19018,9824.226,9318.608,16613,5630,9618,13961,14356.999,986.659,13114,19263.796,1144,19720,12356,8530
"Dlgap1",514,150,160,666,213,132,191,240,35,238,620,25,416,270,127
"Dlgap3",409,180,192,514,169,177,322,320,25,283,367,39,452,276,177
"Dlgap4",815,241,253,650,206,341,376,364,28,415,652,32,453,466,280
"Dlk2",94,24,31,120,32,38,40,21,4,42,133,5,54,52,17
"Dlst",742,167,200,686.109,187.044,227,281.555,290,39,264,569.227,41,394.334,322,181
"Dlx4",846.531,413.945,228.744,585.25,238.929,255.026,535.409,530.594,81.531,457.149,866.621,30.897,844.562,393.837,257.817
"Dmac2",535.177,135.041,118.032,294.203,134.684,150.145,170.97,207.924,23.085,228.395,375.955,9.461,429.346,168.472,101.876
"Dmap1",124,51,17,96,20,34,38,36,15,52,111,3,74,64,54
"Dmrtc1a",107.714,29.817,38.987,71.61,9,24.062,7,7,1,17,97.36,1,25,35,19.062
"Dmrtc1b",138.76,27.249,28.002,50.233,47.346,62.057,51.907,49.718,9,62.266,169.69,15.94,88.65,84.928,28.994
"Dmtn",194,97,160,273,105,62,114,81,20,150,182,8,240,159,107
"Dmwd",258,108,76,204,45,125,94,102,10,132,176,24,143,96,73
"Dnaja1",182,49,67.175,186.153,82.029,47.016,82,122.436,4,83.002,218.218,17,219.065,68,63
"Dnaja2",390,77,109,426,101,113,144,130,15,131,289,23,262,157,67
"Dnaja4",161,70,86,276,69,73,112,134,18,135,136,17,207,189,87
"Dnajb1",244,87,109,156,51,97,118,112,12,100,217,8,191,187,109
"Dnajb11",55,36,44,128,20,43,52,48,2,27,63,3,88,71,34
"Dnajb2",704,247,275,633,202,318,387,357,37,332,752,46,552,374,236
"Dnajb6",589.825,187.669,150,469.148,191.878,180.669,219,196.698,34,247,548,24.897,497.567,276.967,167.807
"Dnajc11",149,26,53,185,35,63,63,42,8,59,78,5,89,83,72
"Dnajc15",178.292,59.956,64.917,136.757,45.351,64.876,73.109,75.738,7.03,80.744,147.92,9.004,176.701,95.086,37.095
"Dnajc19",148,34,28,109,14,37,69,57,8,61,90,3,112,51,25
"Dnajc2",524,138,206,364,107,167,243,196,16,222,470,46,331,219,211
"Dnajc27",490,124,144,522,166,169,270,190,23,191,508,24,394,211,102
"Dnajc4",104,50,22,52,19,40,72,31,7,26,85,2,43,87,16
"Dnajc5",1046,415,395,1032,288,549,600,526,72,526,1216,64,1027,611,379
"Dnajc7",1398,325,320,1088,279,380,510,384,64,488,1122,85,861,557,303
"Dnajc8",459,146,207,333,127,269,261,163,26,227,421,21,355,251,94
"Dnajc9",136,39,70,124,28,53,94,92,11,49,130,6,112,71,28
"Dnal4",220,43,40,98,59,39,51,53,3,53,127,7,144,53,30
"Dner",874,247,280,448,228,338,393,336,45,363,834,38,690,590,221
"Dnlz",93,31,28,113,27,26,69,41,3,48,115,3,97,51,24
"Dnm1",1291,718,674,1723,421,601,784,785,90,934,1471,100,1194,991,558
"Dnm1l",167.176,121.165,86.691,220.001,100,102.285,118.01,103.98,26,193.778,279,14.002,210.387,145,94.015
"Dnm2",154.703,45.884,37.939,98.92,30.989,76.972,82.064,110.033,10,27,187.909,11,136.909,65.601,98
"Dnpep",222,94,107,196,66,152,143,85,17,121,256,6,135,118,84
"Dnph1",3,15,5,7,3,0,4,2,0,2,9,2,11,8,10
"Dnttip1",197,35,53,115,39,47,90,73,2,32,126,10,75,74,47
"Dock3",605,250,190,628,185,227,303,295,47,238,556,50,429,320,177
"Dohh",1053,433,384,784,235,319,574,343,77,382,1134,51,749,482,422
"Dok5",49,41,30,94,14,69,85,51,15,52,92,6,80,30,5
"Dpagt1",90.12,57.507,25.012,147.799,30.201,31.1,47.54,62.508,5.032,35.087,169.752,4.032,63.815,54.692,39.408
"Dpcd",242,84,70,173,75,122,107,143,5,83,274,10,244,103,96
"Dpf1",454,147,173,364,99,196,225,182,20,183,575,26,389,170,165
"Dph3",122.473,53.156,40.327,133.5,59.035,77.559,77.762,112.013,1.484,51.678,173.404,1.381,112.555,73.009,45.422
"Dph5",70,23,27,95,19,11,37,45,3,48,78,2,65,48,25
"Dph7",97.249,75.072,70.907,150.65,51.176,72.19,106.38,72.394,6.833,92.714,204.467,5.021,175.306,119.842,79.02
"Dpm2",142,54,69,150,43,68,75,74,9,84,125,5,137,68,42
"Dpm3",147,76,115,134,46,121,171,93,19,103,187,5,158,163,75
"Dpp6",779,404.914,322,922,303,354,474,449,64,403.036,1049,83,696,495,340.013
"Dpp7",178,95,95,123,52,123,125,104,22,135,232,13,97,129,92
"Dpp8",800,399,254,791,221,335,374,415,52,395,889,55,771,532,320
"Dppa4",1356.023,128.102,103.186,175.65,200.076,56.269,264.071,371.268,0,417.114,391.023,66.878,608.538,57.543,10.622
"Dpy30",72,15,17,31,21,8,19,28,2,22,57,1,44,29,8
"Dpysl2",1280,537,475,1351,365,544,752,738,79,717,1442,64,920,790,501
"Dpysl4",226,123,103,214,77,197,156,164,22,80,352,13,156,175,93
"Drap1",425.478,62.467,144.257,400.987,115.528,87.139,109.324,113.338,25.62,83.041,409.284,17.785,253.696,134.989,77.357
"Drg1",599.849,150.936,111.471,414.264,165.457,158.728,247.462,235.733,34.96,183.146,499.533,21.476,328.677,211.309,130.272
"Drg2",90,39,50,183,36,33,47,24,8,56,112,2,82,105,16
"Drosha",372,155,174,290,127,222,243,189,24,197,305,29,306,228,101
"Drp2",550,271,395,653,191,349,366,397,38,355,943,46,652,403,221
"Dstn",109.861,14.956,37.64,116.841,24.692,39.176,27.03,61.672,12.4,63.141,98.841,3.406,48.983,73.459,45.783
"Dstnl1",392.139,139.044,121.36,248.159,62.308,149.824,203.97,102.328,14.6,131.859,388.159,11.594,291.017,185.541,92.217
"Dtd1",237,24,28,215,52,31,55,107,3,42,164,16,146,62,25
"Dtnbp1",231,96,89,207,52,86,127,150.001,15,149,149,9,178,158,137
"Dtx4",514.635,135,128,357,114,180,205,109,32,151,507.452,29,333,195,173
"Dtymk",68,4,19,74,25,25,17,16,4,11,60,7,49,31,17.98
"Dusp1",86,27,21,155,41,39,42,63,4,56,76,9,102,42,14
"Dusp14",152,41,51,212.984,58,65,84.934,41,13,69,149.991,4,165.93,74.982,44.966
"Dusp22",29,12,5,12,17,21,2,15,2,16,9,1,40,10,29
"Dusp26",366,107,120,288,105,114,226,169,12,158,404,16,277,150,123
"Dusp28",52,14,15,68,11,24,18,29,6,16,24,7,70,36,7
"Dusp3",1658.343,493.023,528.569,1074,357.071,520.976,691.853,636,77,604.917,1553.86,107,1170.02,787.958,543.177
"Dusp7",172.235,51.008,45.021,195.108,50.193,44.282,144.192,108,8.062,103.03,134.321,8.002,112.049,95.08,20.007
"Dusp8",419,232,206,481,91,250,276,212,24,181,386,22,425,209,169
"Dut",13,12,28,3,5,9,12,18,1,5,45,3,35,18,2
"Dvl1",133,62,60,175,84,48,109,114,15,105,232,15,118,98,61
"Dvl2",157,68,41,74,18,57,88,59,6,53,92,7,129,81,24
"Dym",126,39,59,143,55,63,86,49,8,70,185,13,82,42,53
"Dync1h1",4167,1972,2137,5365,1382,1880,2861,2220,331,2430,4713,238,4193,2684,1788
"Dync1i1",1015,367,470,1005,250,362,548,595,58,567,1061,66,916,548,287
"Dync1i2",492,120,144,446,153,191,259,180,30,190,459,30,405,329,117
"Dync1li2",1631,756,744,1269,389,759,1041,1040,88,940.977,1573,83,1337,1069,686.445
"Dynll1",752,407,224,813,273,311,533,584,29,578,732,42,712,454,185
"Dynll2",3620,1373,1602,3242,1039,1437,2093,2106,186,2261,3184,187,3337,2000,1176
"Dynlrb1",852,361,386,1088,278,372,395,529,35,525,900,60,642,541,202
"Dynlrb2",1,1,2,8,0,1,8,1,0,6,20,0,26,3,11
"Dynlt2b",220.845,27.548,25.955,99.005,22.794,29.33,33.168,103.503,0,34.229,71.896,0,51.882,53.818,25.456
"Dynlt3",220,121,67,303,67,112,82,120,28,111,233,30,169,132,72
"Dyrk1a",228,94,121,334,81,106,180,121,24,138,324,16,343,161,104
"Dzip1",179,50,61,293,93,101,90,103,13,116,207,10,148,140,64
"E2f6",88,15,24,80,36,25,76,31,3,41,135,4,98,70,38
"Ebna1bp2",66,13,19,66,41,21,54,23,11,29,79,3,72,30,14
"Ebp",68,43,21,42,17,20,30,17,0,29,35,1,22,29,14
"Ebpl",96,54,69,67,36,18,62,55,3,36,62,2,165,74,42
"Ecd",118,53,53,67,55,56,68,31,9,37,85,11,105,68,33
"Ece1",217,48,101,201,65,121,104,89,15,107,261,5,167,136,51
"Ece2",167,42,74,132,50,90,95,53,15,56,153,19,102,89,82
"Ech1",181,47,49,65,14,20,60,55,8,70,122,6,78,86,64
"Echs1",182,57,57,117,33,86,66,127,12,135,156,8,212,101,68
"Eci1",48,33,24,35,29,56,54,49,5,26,72,5,62,49,36
"Ecsit",188,22,79,122,35,59,74,57,6,60,134.956,7,179,70,42
"Edf1",1082,471,556,1051,383,445,741,682,78,784,1229,59,914,681,520
"Eef1a1",2393.306,301.475,308.643,1396.421,356.141,343.207,434.839,798.311,38.127,862.983,1074.031,37.887,905.629,561.379,234.083
"Eef1a2",1219,810,757,4141,641,762,971,1040,102,1052,1960,98,1972,990,494
"Eef1akmt1",90,27,37,63,21,31,34,13,3,28,42,6,48,18,19
"Eef1b2",1160,220,250,911,345,218,461,474,66,447,1207,47,922,534,243
"Eef1d",612,232,305,573,144,269,314,297,38,325,547,24,460,324,211
"Eef1g",1557.962,542.366,546.981,1462.944,425,601,733.402,660.868,62,760.985,1330.939,52,1030.991,735,556
"Eef2",994,422,295,1008,292,346,528,492,54,374,1001,43,1068,570,326
"Eef2kmt",99,44,28,60,35,35,55,41,3,47,66,9,65,57,36
"Efcab10",78,8,23,89,9,25,20,17,1,26,50,1,23,23,30
"Efcab2",72.977,17.85,29.834,32.886,27.035,31.945,32.425,44.93,5.074,41.949,55.534,1.177,52.252,11.352,10.589
"Efhd2",563,253,256,542,110,245,367,344,28,419,693,37,493,314,179
"Efr3b",396,109,119,392,112,119,184,196,21,104,401,19,299,179,108
"Eftud2",387,133,111,268,97,123,200,177,8,152,324,12,268,193,152
"Egfl7",235,66,125.041,177,43.003,98,68,59,27,108.031,291,29,86,131,65.002
"Egfl8",253,75,54,240,45,87,117,117,17,86,183,13,181,105,79
"Egln2",360,154,102,300,126,181,267,224,32,201,373,27,392,255,137
"Egr3",172,109,132,207,49,80,116,172,10,111,160,15,194,145,102
"Egr4",62,63,21,149,35,58,51,66,3,84,60,6,175,56,7
"Ehbp1l1",181,78,111,78,27,64,112,70,13,111,144,13,112,85,47
"Ehd1",301,132,116,284,83,149,114,164,9,125,259,16,214,192,91
"Ehmt2",379,117,111,298.676,68,150,160,93,21,127,419.014,9,239,158,136
"Ei24",409,125,162,312,171,247,330,256,30,212,501,30,546,311,201
"Eid1",1417,675,630,1020,337,578,742,652,53,550,1275,114,1140,691,362
"Eid2",733.761,201.465,260.836,566.031,144.924,227.528,306.236,198.663,47.545,282.666,767.562,20.25,477.176,371.473,228.339
"Eid2b",59,40,50,77,13,61,37,32,1,41,86,11,25,53,58
"Eif1",685.655,289.539,213.754,867.503,229.051,131.986,336.074,386.665,43.002,322.817,623.486,37.862,651.679,347.312,171.381
"Eif1ad",350.406,38.83,49.331,120.835,85.922,94.402,131.615,126.444,11.898,88.977,217.119,6.002,225.259,82.799,84.63
"Eif1b",825,345,390,862,193,323,511,413,36,401,603,44,733,498,235
"Eif2ak1",132.027,27.63,43.888,230.234,45.488,67.791,55.836,91.26,12.691,105.271,172.489,10.495,134.938,53.087,30.692
"Eif2b2",393,84,185,251,25,97,126,129,19,145,302,10,232,93,119
"Eif2b3",96,25,49,58,17,50,28,33,5,24,74,5,54,30,34
"Eif2b4",95,36,46,59,20,37,43,24,6,46,81,6,59,71,44
"Eif2s1",46,30,9,75,26,24,22,7,3,15,46,10,65,27,9
"Eif2s2",381,120,114,325,157,119,187,197,27,192,431,23,303,195,125
"Eif2s3",142,20,70,220,20,39,44,90,11,59,153,8,102,59,47
"Eif2s3y",24,15,33,49,11,14,34,55,2,36,38,4,38,40,15
"Eif3b",108,40,52,80,37,74,106,43,5,77,91,12,53,73,29
"Eif3c",448,178,175,477,132,197,224,306,34,190,466,32,381,279,195
"Eif3d",505,106,136,260,121,142,172,128,33,207,383,24,298,269,123
"Eif3el1",96,15.889,20,83.321,25,36.99,35.999,71,2,48,79,2,78,39,10.673
"Eif3f",621,241,291,785,196,259,312,429,42,378,662,43,472,362,266
"Eif3g",250,93,117,268,92,84,202,147,6,116,386,10,250,116,96
"Eif3h",487,142,169,564,131,205,173,214,33,228,493,24,339,282,199
"Eif3i",298,63,80,197,56,87,112,62,15,119,290,13,174,121,95
"Eif3j",172,54,84,124,58,25,60,39,8,38,151,6,141,58,31
"Eif3k",375.37,127.175,129.578,226.054,75.549,79.161,166.025,133.991,23.212,123.068,319.233,14.319,238.952,149.141,117.98
"Eif3l",144,43,31,177,57,68,80,102,10,54,160,9,105,98,43
"Eif3m",151,34,36,109,50,46,63,32,5,70,121,11,110,100,35
"Eif4a1",504,120,206,399,112,190,205,195,26,194,551,26,304,311,121
"Eif4a2",1037,298,229,808,304,390,528,423,51,488,977,62,789,533,283
"Eif4a3",155,56,52,152,54,71,90,90,7,87,192,11,171,157,68
"Eif4b",667,136,213,461,121,189,261,242,31,199,471,15,320,330,182
"Eif4e",437,170,167,448,140,163,232,207,26,225,582,27,397,298,151
"Eif4ebp1",42,7,24,46,9,16,14,4,0,17,37,3,43,30,13
"Eif4ebp3",32,15,9,57,12,14,8,14,0,18,52,0,40,18,8
"Eif4g1",809,465,596,513,199,422,572,704,44,565,599,51,583,562,444
"Eif4g2",1317,423,426,1275,364,409,723,689,77,686,1210,62,1125,634,326
"Eif4h",463,154,149,358,149,168,164,212,37,191,414,24,349,170,178
"Eif5",371,80,122,410,137,97,125,211.949,16,178,324,22,359,170,82
"Eif5b",922,200,234,716,242,212,294,272,49,236,808,60,612,311,167
"Eif6",170,128,184,256,65,89,150,95,14,145,262,9,168,127,54
"Eipr1",367,156,169,251,95,141,176,156,20,159,377,19,318,255,125
"Elac1",583.227,90.778,108.599,280.848,119.906,67.586,204.55,84.908,19.326,97.888,257.466,23.788,158.144,209.331,54.447
"Elavl2",180,84,96,287,62,89,124,142,15,138,207,4,166,97,50
"Elavl3",531.248,140.208,174.802,700.826,222.535,219.082,243.008,269.001,27.001,223.411,789.958,40,434.045,237.088,168.918
"Elavl4",372,90,107,454,99,112,211,173,20,152,421,18,297,286,119
"Elfn2",721.006,171.277,172.26,864.972,204.687,185.291,311.803,201.265,32.356,187.552,580.288,38.346,569.057,191.559,115.985
"Elk1",435,163,127,417,138,157,273,235,32,184,277,27,436,143,117
"Elmo2",217,57,46,219,59,120,151,58,28,108,322,13,207,85,75
"Elmod1",544,192,216,462,186,249,244,316,27,263,553,31,533,320,219
"Elob",237.499,93.247,68.137,356.899,108.505,108.375,217.097,120.644,21.42,137.487,253.757,13.243,218.959,143.262,75.614
"Eloc",159.997,82,69.958,169.819,60.753,75,135.769,80.831,9,96.942,224.924,13.989,138,131,62.908
"Elof1",88,52,62,105,56,26,79,91,5,36,157,4,76,67,41
"Elovl1",110,29,51,107,25,50,84,50,9,58,73,6,89,90,47
"Elovl2",206,90,152,289,76,110,150,122,13,191,273,9,193,106,85
"Elovl5",281,98,75,203,53,83,101,179,6,130,163,8,150,113,69
"Elp2",210,54,99,322,81,90,176,99,24,105,270,15,253,157,70
"Elp3",883,399,337,1066,369,464,574,362,75,471,1195,63,834,630,374
"Elp5",105,68,50,151,53,51,82,103,10,82,129,19,149,95,69
"Emc10",322.313,99.243,140.663,272.534,138.783,106.797,246.457,187.052,19.735,140.126,321.998,9.127,354.635,192.073,104.239
"Emc2",299,66,117,234,72,127,129,131,11,113,335,16,207,209,90
"Emc3",305,101,135,177,122,154,201,172,25,183,437,26,274,197,191
"Emc4",621.042,260.555,292.428,670.382,217.833,214.897,346.535,334.537,32.112,344.652,709.827,44.76,653.692,437.526,183.831
"Emc6",1539.784,319.06,370.195,1483.07,368.836,335.741,618.587,868.507,65.044,706.419,1501.719,69.805,1325.27,534.934,302.966
"Emc7",93,4,38,111,21,19,42,28,2,32,135,5,92,43,14
"Emc8",326.77,136.298,145.522,362.767,94.164,177.847,204.362,172.783,17.291,101.02,271.88,21.69,398.863,184.058,130.189
"Emc9",113,59,33,114,37,65,45,67,11,61,74,11,85,57,32
